JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
DMS-E-019,Digital Marketing Specialist,Experienced,5-8,Digital marketing strategy; SEO/SEM/PPC optimization; Content creation and social media marketing; Email marketing automation; Analytics and reporting; Lead generation and CRM tools; Brand management and UX integration; Cross-channel campaign management; Team leadership; Budget optimization; AI-driven marketing; Data-driven decisions; Emerging marketing technologies,"Plan and execute digital marketing campaigns; Optimize SEO, SEM, and PPC performance; Oversee content and social media marketing initiatives; Implement automated email campaigns; Analyze performance metrics and report; Manage lead generation and CRM initiatives; Integrate brand and UX strategy across channels; Coordinate campaigns across multiple channels; Lead marketing teams; Manage budgets and ROI; Leverage AI-driven marketing; Adopt emerging marketing technologies; Make data-driven decisions",Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Management; UX/UI Integration; AI Marketing Tools; Analytics; Emerging Technologies
DMS-E-020,Digital Marketing Specialist,Experienced,6-10,"Strategic digital marketing planning; SEO, SEM, PPC campaigns; Content and social media marketing; Email automation and personalization; Analytics (GA, Tableau, Mixpanel); Lead generation and CRM integration; Brand strategy and UX design; Multi-channel campaign management; Team leadership and mentoring; Budget management and ROI tracking; AI-driven marketing and personalization; Data-driven optimization; Emerging marketing technologies","Lead strategic digital marketing campaigns; Manage SEO, SEM, and PPC campaigns; Oversee content creation and social media strategy; Implement email automation and personalization campaigns; Analyze campaign performance and optimize; Drive lead generation and CRM integration; Integrate brand strategy and UX design; Manage multi-channel campaigns; Lead and mentor marketing teams; Manage budgets and track ROI; Implement AI-driven personalization; Adopt emerging marketing technologies; Use data-driven approaches for optimization",Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Strategy; UX/UI Integration; AI Marketing Tools; Analytics; Emerging Technologies
ETH-F-001,Ethical Hacker,Fresher,0-1,Python basics; Bash scripting basics; Networking fundamentals; Linux (Kali/Parrot OS) basics; Windows security basics; Introduction to penetration testing; Basic vulnerability assessment; Web application security basics; Familiarity with Nmap and Wireshark; Basic cryptography understanding; Problem-solving; Communication; Ethical awareness,Assist in penetration testing projects; Perform basic vulnerability assessments; Support security audits; Learn and apply ethical hacking methodologies under supervision; Document findings and workflows; Follow organizational ethical and legal standards,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Nmap; Wireshark; Cryptography; Web Security
ETH-F-002,Ethical Hacker,Fresher,0-1,Python basics; Bash scripting basics; Networking fundamentals; Linux (Kali Linux/Parrot OS) basics; Windows security basics; Introduction to penetration testing; Vulnerability scanning basics; Web application security basics; Familiarity with Metasploit and Burp Suite; Cryptography fundamentals; Problem-solving; Communication; Ethical compliance,Assist in ethical hacking projects; Perform vulnerability scanning; Support penetration tests under supervision; Document test procedures and results; Learn to use security tools effectively; Follow high ethical and legal standards,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Web Security
ETH-F-003,Ethical Hacker,Fresher,0-1,"Python basics; Bash scripting basics; Networking basics; Linux/Windows OS fundamentals; Introductory penetration testing; Vulnerability assessment; Web app security basics; Familiarity with Nmap, SQLMap; Basic cryptography knowledge; Analytical thinking; Communication; Ethical awareness",Support penetration testing engagements; Perform basic vulnerability analysis; Assist in web application security testing; Document findings and test workflows; Follow ethical hacking guidelines and organizational policies,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Nmap; SQLMap; Cryptography; Web Security
ETH-F-004,Ethical Hacker,Fresher,0-1,"Python basics; Bash scripting basics; Networking fundamentals; Linux and Windows OS basics; Introduction to penetration testing; Vulnerability scanning; Web application security basics; Familiarity with Metasploit, Wireshark; Cryptography fundamentals; Problem-solving; Teamwork; Ethical awareness",Assist in penetration testing and security audit projects; Perform basic vulnerability scans; Support ethical hacking exercises; Document test cases and findings; Follow legal and ethical security standards,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Wireshark; Cryptography; Web Security
ETH-F-005,Ethical Hacker,Fresher,0-1,"Python basics; Bash scripting; Networking fundamentals; Linux (Kali Linux/Parrot OS) basics; Windows security basics; Penetration testing fundamentals; Vulnerability assessment basics; Web application security; Basic knowledge of Nmap, Burp Suite; Cryptography fundamentals; Problem-solving; Communication; Ethical mindset",Assist in penetration testing projects; Perform basic vulnerability assessments; Support ethical hacking exercises; Document findings and workflows; Follow organizational ethical and legal standards; Learn security tools and frameworks under supervision,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Nmap; Burp Suite; Cryptography; Web Security
ETH-E-006,Ethical Hacker,Experienced,3+,"Advanced Python, C/C++; Bash, PowerShell scripting; Advanced networking; Linux (Kali, Parrot) expert; Windows security and AD; Penetration testing and vulnerability assessment; Web application security; Metasploit, Burp Suite, Nmap, Wireshark; Cryptography, SSL/TLS; Malware analysis; Reverse engineering; Compliance and risk assessment; Problem-solving; Leadership; Communication",Lead penetration testing projects; Conduct advanced vulnerability assessments; Perform web and network security audits; Develop and implement security testing frameworks; Mentor junior ethical hackers; Ensure compliance with legal and ethical standards; Analyze malware and perform reverse engineering when necessary,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis
ETH-E-007,Ethical Hacker,Experienced,4+,"Python, C/C++, JavaScript; Bash, PowerShell scripting; Network security expert; Linux (Kali/Parrot) advanced; Windows security and Active Directory; Penetration testing; Vulnerability assessment; Web app security testing; Metasploit, Nmap, Burp Suite, SQLMap; Cryptography, SSL/TLS; Malware analysis; Risk assessment; Leadership; Analytical thinking; Communication",Conduct and lead penetration testing assignments; Identify vulnerabilities in network and web systems; Perform security audits and risk assessments; Implement and improve security frameworks; Mentor junior ethical hackers and security teams; Ensure adherence to ethical and legal guidelines; Analyze malware and perform reverse engineering tasks,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis
ETH-E-008,Ethical Hacker,Experienced,5+,"Advanced Python, C/C++, JavaScript; Bash, PowerShell scripting; Network and web security; Linux expert; Windows security and AD; Penetration testing; Vulnerability assessment; Metasploit, Burp Suite, Nmap, Wireshark; Cryptography, SSL/TLS; Malware analysis and reverse engineering; Security frameworks (NIST, ISO); Leadership; Problem-solving; Communication; Compliance awareness",Lead complex penetration testing engagements; Perform advanced vulnerability assessments; Conduct web application and network security audits; Mentor junior ethical hackers; Ensure organizational compliance with security frameworks; Perform malware analysis and reverse engineering; Provide actionable recommendations for risk mitigation,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis
ETH-E-009,Ethical Hacker,Experienced,6+,"Advanced Python, C/C++, JavaScript; Bash, PowerShell scripting; Network and application security; Linux expert; Windows security and Active Directory; Penetration testing and vulnerability assessment; Web application security; Metasploit, Burp Suite, Nmap, SQLMap; Cryptography, SSL/TLS; Malware analysis; Reverse engineering; Compliance (NIST, ISO); Leadership; Analytical thinking; Communication",Lead penetration testing and security assessment projects; Perform vulnerability assessments and exploit testing; Conduct web application and network security audits; Mentor and guide security teams; Ensure adherence to ethical and legal standards; Analyze malware and perform reverse engineering tasks; Recommend security improvements and mitigations,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis
ETH-E-010,Ethical Hacker,Experienced,7+,"Advanced Python, C/C++, JavaScript; Bash, PowerShell scripting; Expert network security; Linux and Windows security expert; Penetration testing; Vulnerability assessment; Web application security; Metasploit, Nmap, Burp Suite, SQLMap, Wireshark; Cryptography and SSL/TLS; Malware analysis and reverse engineering; Compliance frameworks; Leadership; Problem-solving; Communication",Lead and manage penetration testing projects; Conduct advanced vulnerability assessments; Perform web and network security audits; Mentor junior ethical hackers; Ensure compliance with legal and ethical security standards; Analyze malware and reverse engineer threats; Provide recommendations for security improvement,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis
ETH-E-011,Ethical Hacker,Experienced,8+,"Python, C/C++, JavaScript advanced; Bash, PowerShell scripting; Network penetration testing; Linux expert; Windows security and Active Directory; Web application and network security; Metasploit, Burp Suite, Nmap, SQLMap, Wireshark; Cryptography, SSL/TLS; Malware analysis and reverse engineering; Compliance (NIST, ISO); Leadership; Project management; Analytical thinking",Lead enterprise-level penetration testing projects; Perform advanced vulnerability assessments; Conduct security audits; Implement security policies and frameworks; Mentor and guide junior security staff; Analyze malware and perform reverse engineering; Ensure compliance with security regulations,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis
ETH-E-012,Ethical Hacker,Experienced,9+,"Python, C/C++, JavaScript; Bash, PowerShell; Advanced network security; Linux and Windows expert; Penetration testing; Vulnerability assessment; Web security testing; Metasploit, Burp Suite, Nmap, SQLMap; Cryptography; Malware analysis; Reverse engineering; Compliance frameworks; Leadership; Problem-solving; Communication",Oversee penetration testing projects; Conduct security assessments and audits; Implement security policies; Mentor junior ethical hackers; Analyze malware and reverse engineer threats; Ensure compliance with ethical and legal standards,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis
